,Popt,Erecall,Eprecision,Efmeasure,PMI,IFA,recall,precision,F1,Pf,AUC,MCC
0,0.5874447594373428,0.5370051635111877,0.8020565552699229,0.643298969072165,0.2843567251461988,1.0,0.6265060240963856,0.8125,0.7074829931972789,0.10673443456162643,0.7598857947673795,0.5474633482353644
1,0.626984203405767,0.5763440860215053,0.7790697674418605,0.6625463535228677,0.3030837004405286,1.0,0.6645161290322581,0.7902813299232737,0.7219626168224299,0.12238805970149254,0.7710640346653826,0.5610362529127312
2,0.7309822278012044,0.7266514806378133,0.7955112219451371,0.7595238095238095,0.4172736732570239,2.0,0.7585421412300684,0.7985611510791367,0.7780373831775702,0.16091954022988506,0.7988113005000915,0.6006576984000087
3,0.740471257306421,0.7394957983193278,0.7951807228915663,0.7663280116110304,0.43342036553524804,2.0,0.7675070028011205,0.7942028985507247,0.7806267806267806,0.17359413202933985,0.7969564353858903,0.595480992634345
4,0.7049199730823306,0.7169230769230769,0.7715231788079471,0.7432216905901116,0.3989431968295905,2.0,0.72,0.7697368421052632,0.7440381558028618,0.16203703703703703,0.7789814814814815,0.5633820852691465
5,0.7354672379173424,0.75,0.6888888888888889,0.718146718146718,0.37447988904299584,7.0,0.75,0.6863468634686347,0.7167630057803468,0.17970401691331925,0.7851479915433404,0.5593270474552691
6,0.6069898327076821,0.4200626959247649,0.6261682242990654,0.50281425891182,0.2465437788018433,1.0,0.7366771159874608,0.7186544342507645,0.7275541795665633,0.16757741347905283,0.784549851254204,0.5662358514842549
7,0.6237800223537657,0.43946188340807174,0.6782006920415224,0.5333333333333333,0.2666051660516605,1.0,0.742152466367713,0.7454954954954955,0.7438202247191011,0.17711598746081506,0.782518239453449,0.5654221056097336
8,0.7949739729315721,0.6832151300236406,0.7789757412398922,0.7279596977329975,0.38605619146722164,2.0,0.6832151300236406,0.7768817204301075,0.7270440251572328,0.15427509293680297,0.7644700185434188,0.5390619097122089
9,0.7450483016888407,0.5961538461538461,0.8,0.6831955922865015,0.3066271018793274,1.0,0.5961538461538461,0.7948717948717948,0.6813186813186813,0.10756302521008404,0.7442954104718811,0.5205165792459486
10,0.6635842108202046,0.6415584415584416,0.7530487804878049,0.6928471248246845,0.328,4.0,0.6857142857142857,0.760806916426513,0.7213114754098361,0.13495934959349593,0.7753774680603949,0.5629955897463736
11,0.6778199462872858,0.67003367003367,0.8122448979591836,0.7343173431734317,0.3763440860215054,3.0,0.6885521885521886,0.8067061143984221,0.7429609445958221,0.1384180790960452,0.7750670547280717,0.561941207416657
12,0.6845576277582769,0.6253521126760564,0.784452296819788,0.6959247648902822,0.35352904434728294,2.0,0.7014084507042253,0.784251968503937,0.7405204460966542,0.1537598204264871,0.7738243151388691,0.5561534124570396
13,0.6507409045782373,0.5606617647058824,0.7331730769230769,0.6354166666666666,0.28709454796411316,2.0,0.6966911764705882,0.747534516765286,0.7212178877259752,0.1414364640883978,0.7776273561910952,0.5637500084965945
14,0.6654382579653525,0.5477272727272727,0.7151335311572701,0.6203346203346203,0.27645611156685806,2.0,0.7272727272727273,0.7441860465116279,0.735632183908046,0.14120667522464697,0.7930330260240401,0.5890727094716713
15,0.709434076491559,0.5057736720554272,0.684375,0.5816733067729084,0.3187250996015936,5.0,0.7806004618937644,0.7544642857142857,0.7673098751418842,0.19264448336252188,0.7939779892656212,0.5857744302447587
16,0.6817191025007174,0.4865350089766607,0.7094240837696335,0.577209797657082,0.312346688470973,1.0,0.7540394973070018,0.7692307692307693,0.7615593834995467,0.1891891891891892,0.7824251540589063,0.5658579559930339
17,0.6691166908642857,0.6659836065573771,0.7352941176470589,0.6989247311827959,0.32215743440233235,1.0,0.7008196721311475,0.7339055793991416,0.7169811320754716,0.14027149321266968,0.7802740894592389,0.5666200424800777
