,Popt,Erecall,Eprecision,Efmeasure,PMI,IFA,recall,precision,F1,Pf,AUC,MCC
0,0.8814367384446375,0.8241396761133604,0.6440577417441171,0.7230547230547232,0.47381242387332523,5.0,0.8985323886639676,0.6549243821468093,0.7576274802645615,0.2783397798274323,0.8100963044182676,0.5990212001403659
1,0.9150057506934833,0.8383763837638376,0.6649756097560976,0.7416757344940152,0.4801836409631781,4.0,0.8954489544895449,0.6736997964094021,0.7689057879171948,0.2667574519594492,0.8143457512650477,0.6106210187011436
2,0.8849156507813061,0.8553381223680951,0.6734932709186658,0.7536010475774771,0.48037102970111495,4.0,0.8820906613822145,0.6748152359295054,0.7646553575263044,0.25855054994726534,0.8117700557174745,0.6047974113812052
3,0.8706249666282735,0.8414663753338189,0.6863366336633664,0.7560257389028248,0.47315656329054623,1.0,0.8793396455450352,0.6896420411271896,0.7730231565467933,0.2486651411136537,0.8153372522156908,0.6141089167063069
4,0.9078305094119932,0.8627787307032591,0.6828937160589604,0.762368734437588,0.4830881664011993,2.0,0.8987993138936535,0.685607476635514,0.7778602481179091,0.2551190656757167,0.8218401241089685,0.6256034046186301
5,0.8906193456495836,0.8211970074812968,0.6687652315190902,0.7371837922543094,0.4613510728005247,5.0,0.8900249376558603,0.67864613044305,0.7700938612579566,0.2536014405762305,0.8182117485398149,0.6165028239534702
6,0.8951270957626741,0.8388378445492922,0.6711702761772302,0.7456953642384104,0.471563759018083,5.0,0.8800595977154209,0.676206830757489,0.7647820457488129,0.25530314427561307,0.8123782267199039,0.6057417009004087
7,0.8861033043773691,0.8115157480314961,0.6843743515252128,0.7425419340312958,0.45151316405884007,3.0,0.8781988188976378,0.6953048899279174,0.7761226486897902,0.23661119515885023,0.8207938118693939,0.6235249697423947
8,0.9033297094402546,0.8151904997525977,0.6623115577889447,0.7308417433736275,0.46612948561791434,7.0,0.8963384463137061,0.6754287844891872,0.770359345098873,0.26251507840772015,0.816911683952993,0.6148894122602248
9,0.8832690259377948,0.8006454816285998,0.6566890653634697,0.7215572211656784,0.4601330460039352,4.0,0.900695134061569,0.6739736206576259,0.7710126447773882,0.26406861269936804,0.8183132606811004,0.6172037495553283
10,0.8978093479826385,0.8061122244488977,0.6490520371117386,0.7191061452513967,0.4645366813454511,3.0,0.9015531062124249,0.6645125553914328,0.765093537414966,0.2719245734809937,0.8148142663657156,0.6093731069070005
11,0.89974940511945,0.86535098675993,0.6660257642761007,0.752716210343329,0.4873044130047784,8.0,0.9028228828378716,0.6698795180722892,0.7690998084698873,0.2669764652975566,0.8179232087701576,0.6156996952284449
12,0.898775315144378,0.7997054491899853,0.6658491722869405,0.7266644362663097,0.4584465473625035,8.0,0.8912616593028965,0.681493993993994,0.7723888534354393,0.25712121212121214,0.8170702235908422,0.6161285725143021
13,0.8788896444426962,0.8337881419002728,0.6663362410785091,0.7407162534435261,0.4725943970767357,7.0,0.8873728603324237,0.6742695570216777,0.7662810625535561,0.26012343820563,0.8136247110633967,0.6081901736220019
14,0.880368185744533,0.8467919004635277,0.6906088340628731,0.7607671232876713,0.47090789843530406,2.0,0.8716760185411075,0.6917715392061955,0.7713730569948186,0.24212927756653993,0.8147733704872838,0.6126934939023404
15,0.8977733823400471,0.8577510643626346,0.6688146846319079,0.7515909589642308,0.4798088634873044,3.0,0.8918106686701728,0.673029673029673,0.7671262386902197,0.25894327196527467,0.8164336983524492,0.6124942882581902
16,0.9004724792779915,0.8366990775367739,0.6607599921244339,0.7383938393839383,0.47587369999063056,3.0,0.9075043630017452,0.6722068328716528,0.7723318480797794,0.26639651808494674,0.8205539224583992,0.621071374569302
17,0.9016911935999861,0.8880633977216443,0.6769869737587314,0.7682913765399035,0.4962990724257472,6.0,0.9135710747894997,0.6772535340554434,0.777859778597786,0.26491862567811936,0.8243262245556903,0.6292793355279719
18,0.8991242348977599,0.8414785413048871,0.6679795194958645,0.7447579317158856,0.4757800056216621,3.0,0.9042421235425453,0.6777612495351432,0.7747900945902859,0.2608761101911787,0.8216830066756833,0.6238242500044332
19,0.8834832607214337,0.8661025385764062,0.676779463243874,0.759825327510917,0.48177644523564134,4.0,0.8939771030363365,0.6782477341389728,0.7713120034356882,0.25600961538461536,0.8189837438258605,0.6181954187036116
20,0.8759966789925148,0.7995594713656388,0.6676885346413244,0.727697961911126,0.4584465473625035,3.0,0.8783651492902594,0.6807663125948407,0.7670442402222697,0.25546448087431695,0.8114503342079713,0.6055915163770212
21,0.8952209294535803,0.8341943419434195,0.6633411580594679,0.7390214667102539,0.4789656141665886,5.0,0.8996309963099631,0.6716253443526171,0.7690851735015772,0.2705401724920563,0.8145454119089534,0.6110872723320909
22,0.8835772529478089,0.7861001964636543,0.6692452435709806,0.7229813664596274,0.4481401667759768,4.0,0.8840864440078585,0.6858449228424461,0.7724493080141616,0.24977279612238715,0.8171568239427356,0.6163218188751048
23,0.8996983013972591,0.8440711957884182,0.6716537003790146,0.7480559875583204,0.4696898716387145,6.0,0.9017297568312861,0.6789354473386183,0.7746312049100894,0.2544502617801047,0.8236397475255907,0.6263094525431286
24,0.9047033705180829,0.8410482488366398,0.6906677393403057,0.75847598012148,0.46584840251100906,5.0,0.8873377418564781,0.6963290409379205,0.7803144518630196,0.23972083143680778,0.8238084552098351,0.6296848665528798
25,0.9135398903599196,0.866583850931677,0.6749226006191951,0.758838246491896,0.4842124988288204,12.0,0.8988819875776397,0.678417401087568,0.7732421457576405,0.25793352383817114,0.8204742318697342,0.6212796648692513
